Date,Average,Loan Rate
1/30/2000,8,12.292
2/1/2000,9.6,12.276
2/3/2000,9.371,12.278
2/5/2000,9.143,12.281
2/7/2000,8.914,12.283
2/10/2000,8.686,12.285
2/12/2000,8.457,12.287
2/14/2000,8.229,12.29
2/16/2000,8,12.292
2/19/2000,9.6,12.276
2/21/2000,12,12.26
2/23/2000,11.657,12.262
2/25/2000,11.314,12.265
2/27/2000,10.971,12.267
2/29/2000,10.629,12.269
3/2/2000,10.286,12.271
3/4/2000,9.943,12.274
3/6/2000,9.6,12.276
3/9/2000,12,12.26
3/14/2000,12,12.244
3/19/2000,11.857,12.246
3/24/2000,11.714,12.249
3/29/2000,11.571,12.251
4/3/2000,11.429,12.253
4/8/2000,11.286,12.255
4/13/2000,11.143,12.258
4/18/2000,11,12.26
4/23/2000,11,12.244
4/25/2000,11,12.228
4/27/2000,10.786,12.23
4/29/2000,10.571,12.233
5/1/2000,10.357,12.235
5/3/2000,10.143,12.237
5/5/2000,9.929,12.239
5/7/2000,9.714,12.242
5/9/2000,9.5,12.244
5/12/2000,9.5,12.228
5/14/2000,9.5,12.212
5/16/2000,9.464,12.214
5/19/2000,9.429,12.217
5/21/2000,9.393,12.219
5/23/2000,9.357,12.221
5/26/2000,9.321,12.223
5/28/2000,9.286,12.226
5/30/2000,9.25,12.228
6/2/2000,9.25,12.212
6/7/2000,9.25,12.196
6/13/2000,9.229,12.198
6/19/2000,9.207,12.201
6/24/2000,9.186,12.203
6/30/2000,9.164,12.205
7/6/2000,9.143,12.207
7/11/2000,9.121,12.21
7/17/2000,9.1,12.212
7/23/2000,9.1,12.196
7/25/2000,9.1,12.179
7/27/2000,9.086,12.181
7/29/2000,9.071,12.184
7/31/2000,9.057,12.186
8/3/2000,9.043,12.189
8/5/2000,9.029,12.191
8/7/2000,9.014,12.194
8/9/2000,9,12.196
8/12/2000,9,12.179
8/15/2000,9,12.163
8/18/2000,8.964,12.165
8/22/2000,8.929,12.168
8/25/2000,8.893,12.17
8/29/2000,8.857,12.172
9/1/2000,8.821,12.174
9/5/2000,8.786,12.177
9/8/2000,8.75,12.179
9/12/2000,8.75,12.163
9/17/2000,8.75,12.147
9/22/2000,8.679,12.149
9/28/2000,8.607,12.152
10/3/2000,8.536,12.154
10/9/2000,8.464,12.156
10/14/2000,8.393,12.158
10/20/2000,8.321,12.161
10/25/2000,8.25,12.163
10/31/2000,8.25,12.147
11/3/2000,8.25,12.131
11/6/2000,8.214,12.133
11/10/2000,8.179,12.136
11/13/2000,8.143,12.138
11/16/2000,8.107,12.14
11/20/2000,8.071,12.142
11/23/2000,8.036,12.145
11/26/2000,8,12.147
11/30/2000,8,12.131
12/2/2000,8,12.115
12/4/2000,8,12.117
12/6/2000,8,12.12
12/8/2000,8,12.122
12/11/2000,8,12.124
12/13/2000,8,12.126
12/15/2000,8,12.129
12/17/2000,8,12.131
12/20/2000,8,12.115
12/24/2000,8,12.099
12/29/2000,8,12.101
1/2/2001,8,12.104
1/7/2001,8,12.106
1/11/2001,8,12.108
1/16/2001,8,12.11
1/20/2001,8,12.113
1/25/2001,8,12.115
1/30/2001,8,12.099
2/1/2001,8,12.083
2/3/2001,7.929,12.085
2/5/2001,7.857,12.088
2/7/2001,7.786,12.09
2/10/2001,7.714,12.092
2/12/2001,7.643,12.094
2/14/2001,7.571,12.097
2/16/2001,7.5,12.099
2/19/2001,7.5,12.083
2/21/2001,7.5,12.068
2/23/2001,7.429,12.07
2/25/2001,7.357,12.072
2/27/2001,7.286,12.074
3/1/2001,7.214,12.077
3/3/2001,7.143,12.079
3/5/2001,7.071,12.081
3/7/2001,7,12.083
3/9/2001,7,12.068
3/14/2001,7,12.053
3/19/2001,6.964,12.055
3/24/2001,6.929,12.057
3/29/2001,6.893,12.059
4/3/2001,6.857,12.062
4/8/2001,6.821,12.064
4/13/2001,6.786,12.066
4/18/2001,6.75,12.068
4/23/2001,6.75,12.053
4/25/2001,6.75,12.038
4/27/2001,6.75,12.04
4/29/2001,6.75,12.042
5/1/2001,6.75,12.044
5/3/2001,6.75,12.047
5/5/2001,6.75,12.049
5/7/2001,6.75,12.051
5/9/2001,6.75,12.053
5/12/2001,6.75,12.038
5/14/2001,6.75,12.023
5/16/2001,6.714,12.025
5/19/2001,6.679,12.027
5/21/2001,6.643,12.029
5/23/2001,6.607,12.032
5/26/2001,6.571,12.034
5/28/2001,6.536,12.036
5/30/2001,6.5,12.038
6/2/2001,6.5,12.023
6/7/2001,6.5,12.008
6/13/2001,6.5,12.01
6/19/2001,6.5,12.012
6/24/2001,6.5,12.014
6/30/2001,6.5,12.017
7/6/2001,6.5,12.019
7/11/2001,6.5,12.021
7/17/2001,6.5,12.023
7/23/2001,6.5,12.008
7/25/2001,6.5,11.992
7/27/2001,6.5,11.994
7/29/2001,6.5,11.997
7/31/2001,6.5,11.999
8/3/2001,6.5,12.001
8/5/2001,6.5,12.003
8/7/2001,6.5,12.006
8/9/2001,6.5,12.008
8/12/2001,6.5,11.992
8/15/2001,6.5,11.977
8/18/2001,6.5,11.979
8/22/2001,6.5,11.981
8/25/2001,6.5,11.983
8/29/2001,6.5,11.986
9/1/2001,6.5,11.988
9/5/2001,6.5,11.99
9/8/2001,6.5,11.992
9/12/2001,6.5,11.977
9/17/2001,6.5,11.962
9/22/2001,6.5,11.964
9/28/2001,6.5,11.966
10/3/2001,6.5,11.968
10/9/2001,6.5,11.971
10/14/2001,6.5,11.973
10/20/2001,6.5,11.975
10/25/2001,6.5,11.977
10/31/2001,6.5,11.962
11/3/2001,6.5,11.947
11/6/2001,6.5,11.949
11/10/2001,6.5,11.951
11/13/2001,6.5,11.953
11/16/2001,6.5,11.956
11/20/2001,6.5,11.958
11/23/2001,6.5,11.96
11/26/2001,6.5,11.962
11/30/2001,6.5,11.947
12/2/2001,6.5,11.932
12/4/2001,6.5,11.934
12/6/2001,6.5,11.936
12/8/2001,6.5,11.938
12/11/2001,6.5,11.941
12/13/2001,6.5,11.943
12/15/2001,6.5,11.945
12/17/2001,6.5,11.947
12/20/2001,6.5,11.932
12/24/2001,6.5,11.917
12/29/2001,6.5,11.919
1/2/2002,6.5,11.921
1/7/2002,6.5,11.923
1/11/2002,6.5,11.926
1/16/2002,6.5,11.928
1/20/2002,6.5,11.93
1/25/2002,6.5,11.932
1/30/2002,6.5,11.917
2/1/2002,6.5,11.879
2/3/2002,6.5,11.884
2/5/2002,6.5,11.89
2/7/2002,6.5,11.895
2/10/2002,6.5,11.901
2/12/2002,6.5,11.906
2/14/2002,6.5,11.912
2/16/2002,6.5,11.917
2/19/2002,6.5,11.879
2/21/2002,6.5,11.84
2/23/2002,6.429,11.846
2/25/2002,6.357,11.851
2/27/2002,6.286,11.857
3/1/2002,6.214,11.862
3/3/2002,6.143,11.868
3/5/2002,6.071,11.873
3/7/2002,6,11.879
3/9/2002,6,11.84
3/14/2002,6,11.802
3/19/2002,6,11.807
3/24/2002,6,11.813
3/29/2002,6,11.818
4/3/2002,6,11.824
4/8/2002,6,11.829
4/13/2002,6,11.835
4/18/2002,6,11.84
4/23/2002,6,11.802
4/25/2002,6,11.764
4/27/2002,6,11.769
4/29/2002,6,11.775
5/1/2002,6,11.78
5/3/2002,6,11.786
5/5/2002,6,11.791
5/7/2002,6,11.797
5/9/2002,6,11.802
5/12/2002,6,11.764
5/14/2002,6,11.726
5/16/2002,5.964,11.731
5/19/2002,5.929,11.737
5/21/2002,5.893,11.742
5/23/2002,5.857,11.748
5/26/2002,5.821,11.753
5/28/2002,5.786,11.759
5/30/2002,5.75,11.764
6/2/2002,5.75,11.726
6/7/2002,5.75,11.688
6/13/2002,5.75,11.693
6/19/2002,5.75,11.699
6/24/2002,5.75,11.704
6/30/2002,5.75,11.71
7/6/2002,5.75,11.715
7/11/2002,5.75,11.721
7/17/2002,5.75,11.726
7/23/2002,5.75,11.688
7/25/2002,5.75,11.649
7/27/2002,5.75,11.655
7/29/2002,5.75,11.66
7/31/2002,5.75,11.666
8/3/2002,5.75,11.671
8/5/2002,5.75,11.677
8/7/2002,5.75,11.682
8/9/2002,5.75,11.688
8/12/2002,5.75,11.649
8/15/2002,5.75,11.611
8/18/2002,5.75,11.616
8/22/2002,5.75,11.622
8/25/2002,5.75,11.627
8/29/2002,5.75,11.633
9/1/2002,5.75,11.638
9/5/2002,5.75,11.644
9/8/2002,5.75,11.649
9/12/2002,5.75,11.611
9/17/2002,5.75,11.573
9/22/2002,5.75,11.578
9/28/2002,5.75,11.584
10/3/2002,5.75,11.589
10/9/2002,5.75,11.595
10/14/2002,5.75,11.6
10/20/2002,5.75,11.606
10/25/2002,5.75,11.611
10/31/2002,5.75,11.573
11/3/2002,5.75,11.534
11/6/2002,5.714,11.54
11/10/2002,5.679,11.545
11/13/2002,5.643,11.551
11/16/2002,5.607,11.556
11/20/2002,5.571,11.562
11/23/2002,5.536,11.567
11/26/2002,5.5,11.573
11/30/2002,5.5,11.534
12/2/2002,5.5,11.496
12/4/2002,5.5,11.501
12/6/2002,5.5,11.507
12/8/2002,5.5,11.512
12/11/2002,5.5,11.518
12/13/2002,5.5,11.523
12/15/2002,5.5,11.529
12/17/2002,5.5,11.534
12/20/2002,5.5,11.496
12/24/2002,5.5,11.458
12/29/2002,5.5,11.463
1/2/2003,5.5,11.469
1/7/2003,5.5,11.474
1/11/2003,5.5,11.48
1/16/2003,5.5,11.485
1/20/2003,5.5,11.491
1/25/2003,5.5,11.496
1/30/2003,5.5,11.458
2/1/2003,5.5,11.413
2/3/2003,5.5,11.419
2/5/2003,5.5,11.426
2/7/2003,5.5,11.432
2/10/2003,5.5,11.439
2/12/2003,5.5,11.445
2/14/2003,5.5,11.452
2/16/2003,5.5,11.458
2/19/2003,5.5,11.413
2/21/2003,5.5,11.368
2/23/2003,5.429,11.374
2/25/2003,5.357,11.381
2/27/2003,5.286,11.387
3/1/2003,5.214,11.394
3/3/2003,5.143,11.4
3/5/2003,5.071,11.407
3/7/2003,5,11.413
3/9/2003,5,11.368
3/14/2003,5,11.323
3/19/2003,5,11.329
3/24/2003,5,11.336
3/29/2003,5,11.342
4/3/2003,5,11.349
4/8/2003,5,11.355
4/13/2003,5,11.362
4/18/2003,5,11.368
4/23/2003,5,11.323
4/25/2003,5,11.278
4/27/2003,5,11.284
4/29/2003,5,11.291
5/1/2003,5,11.297
5/3/2003,5,11.304
5/5/2003,5,11.31
5/7/2003,5,11.317
5/9/2003,5,11.323
5/12/2003,5,11.278
5/14/2003,5,11.233
5/16/2003,5,11.239
5/19/2003,5,11.246
5/21/2003,5,11.252
5/23/2003,5,11.259
5/26/2003,5,11.265
5/28/2003,5,11.272
5/30/2003,5,11.278
6/2/2003,5,11.233
6/7/2003,5,11.188
6/13/2003,5,11.194
6/19/2003,5,11.201
6/24/2003,5,11.207
6/30/2003,5,11.214
7/6/2003,5,11.22
7/11/2003,5,11.227
7/17/2003,5,11.233
7/23/2003,5,11.188
7/25/2003,5,11.142
7/27/2003,4.929,11.149
7/29/2003,4.857,11.155
7/31/2003,4.786,11.162
8/3/2003,4.714,11.168
8/5/2003,4.643,11.175
8/7/2003,4.571,11.181
8/9/2003,4.5,11.188
8/12/2003,4.5,11.142
8/15/2003,4.5,11.097
8/18/2003,4.5,11.103
8/22/2003,4.5,11.11
8/25/2003,4.5,11.116
8/29/2003,4.5,11.123
9/1/2003,4.5,11.129
9/5/2003,4.5,11.136
9/8/2003,4.5,11.142
9/12/2003,4.5,11.097
9/17/2003,4.5,11.052
9/22/2003,4.5,11.058
9/28/2003,4.5,11.065
10/3/2003,4.5,11.071
10/9/2003,4.5,11.078
10/14/2003,4.5,11.084
10/20/2003,4.5,11.091
10/25/2003,4.5,11.097
10/31/2003,4.5,11.052
11/3/2003,4.5,11.007
11/6/2003,4.5,11.013
11/10/2003,4.5,11.02
11/13/2003,4.5,11.026
11/16/2003,4.5,11.033
11/20/2003,4.5,11.039
11/23/2003,4.5,11.046
11/26/2003,4.5,11.052
11/30/2003,4.5,11.007
12/2/2003,4.5,10.962
12/4/2003,4.5,10.968
12/6/2003,4.5,10.975
12/8/2003,4.5,10.981
12/11/2003,4.5,10.988
12/13/2003,4.5,10.994
12/15/2003,4.5,11.001
12/17/2003,4.5,11.007
12/20/2003,4.5,10.962
12/24/2003,4.5,10.917
12/29/2003,4.5,10.923
1/2/2004,4.5,10.93
1/7/2004,4.5,10.936
1/11/2004,4.5,10.943
1/16/2004,4.5,10.949
1/20/2004,4.5,10.956
1/25/2004,4.5,10.962
1/30/2004,4.5,10.917
2/1/2004,4.5,10.903
2/3/2004,4.5,10.905
2/5/2004,4.5,10.907
2/7/2004,4.5,10.909
2/10/2004,4.5,10.911
2/12/2004,4.5,10.913
2/14/2004,4.5,10.915
2/16/2004,4.5,10.917
2/19/2004,4.5,10.903
2/21/2004,4.5,10.889
2/23/2004,4.5,10.891
2/25/2004,4.5,10.893
2/27/2004,4.5,10.895
2/29/2004,4.5,10.897
3/2/2004,4.5,10.899
3/4/2004,4.5,10.901
3/6/2004,4.5,10.903
3/9/2004,4.5,10.889
3/14/2004,4.5,10.875
3/19/2004,4.5,10.877
3/24/2004,4.5,10.879
3/29/2004,4.5,10.881
4/3/2004,4.5,10.883
4/8/2004,4.5,10.885
4/13/2004,4.5,10.887
4/18/2004,4.5,10.889
4/23/2004,4.5,10.875
4/25/2004,4.5,10.861
4/27/2004,4.5,10.863
4/29/2004,4.5,10.865
5/1/2004,4.5,10.867
5/3/2004,4.5,10.869
5/5/2004,4.5,10.871
5/7/2004,4.5,10.873
5/9/2004,4.5,10.875
5/12/2004,4.5,10.861
5/14/2004,4.5,10.847
5/16/2004,4.5,10.849
5/19/2004,4.5,10.851
5/21/2004,4.5,10.853
5/23/2004,4.5,10.855
5/26/2004,4.5,10.857
5/28/2004,4.5,10.859
5/30/2004,4.5,10.861
6/2/2004,4.5,10.847
6/7/2004,4.5,10.834
6/13/2004,4.5,10.836
6/19/2004,4.5,10.838
6/24/2004,4.5,10.84
6/30/2004,4.5,10.841
7/6/2004,4.5,10.843
7/11/2004,4.5,10.845
7/17/2004,4.5,10.847
7/23/2004,4.5,10.834
7/25/2004,4.5,10.82
7/27/2004,4.5,10.822
7/29/2004,4.5,10.824
7/31/2004,4.5,10.826
8/3/2004,4.5,10.828
8/5/2004,4.5,10.83
8/7/2004,4.5,10.832
8/9/2004,4.5,10.834
8/12/2004,4.5,10.82
8/15/2004,4.5,10.806
8/18/2004,4.5,10.808
8/22/2004,4.5,10.81
8/25/2004,4.5,10.812
8/29/2004,4.5,10.814
9/1/2004,4.5,10.816
9/5/2004,4.5,10.818
9/8/2004,4.5,10.82
9/12/2004,4.5,10.806
9/17/2004,4.75,10.792
9/22/2004,4.714,10.794
9/28/2004,4.679,10.796
10/3/2004,4.643,10.798
10/9/2004,4.607,10.8
10/14/2004,4.571,10.802
10/20/2004,4.536,10.804
10/25/2004,4.5,10.806
10/31/2004,4.75,10.792
11/3/2004,6,10.778
11/6/2004,5.821,10.78
11/10/2004,5.643,10.782
11/13/2004,5.464,10.784
11/16/2004,5.286,10.786
11/20/2004,5.107,10.788
11/23/2004,4.929,10.79
11/26/2004,4.75,10.792
11/30/2004,6,10.778
12/2/2004,6,10.764
12/4/2004,6,10.766
12/6/2004,6,10.768
12/8/2004,6,10.77
12/11/2004,6,10.772
12/13/2004,6,10.774
12/15/2004,6,10.776
12/17/2004,6,10.778
12/20/2004,6,10.764
12/24/2004,6,10.75
12/29/2004,6,10.752
1/2/2005,6,10.754
1/7/2005,6,10.756
1/11/2005,6,10.758
1/16/2005,6,10.76
1/20/2005,6,10.762
1/25/2005,6,10.764
1/30/2005,6,10.75
2/1/2005,6,10.75
2/3/2005,6,10.755
2/5/2005,6,10.76
2/7/2005,6,10.765
2/10/2005,6,10.771
2/12/2005,6,10.776
2/14/2005,6,10.781
2/16/2005,6,10.786
2/19/2005,6,10.786
2/21/2005,6,10.786
2/23/2005,6,10.791
2/25/2005,6,10.797
2/27/2005,6,10.802
3/1/2005,6,10.807
3/3/2005,6,10.812
3/5/2005,6,10.818
3/7/2005,6,10.823
3/9/2005,6,10.823
3/14/2005,6,10.823
3/19/2005,6,10.828
3/24/2005,6,10.834
3/29/2005,6,10.839
4/3/2005,6,10.844
4/8/2005,6,10.849
4/13/2005,6,10.855
4/18/2005,6,10.86
4/23/2005,6,10.86
4/25/2005,6,10.86
4/27/2005,6,10.865
4/29/2005,6,10.87
5/1/2005,6,10.875
5/3/2005,6,10.881
5/5/2005,6,10.886
5/7/2005,6,10.891
5/9/2005,6,10.896
5/12/2005,6,10.896
5/14/2005,6,10.896
5/16/2005,6,10.901
5/19/2005,6,10.907
5/21/2005,6,10.912
5/23/2005,6,10.917
5/26/2005,6,10.922
5/28/2005,6,10.928
5/30/2005,6,10.933
6/2/2005,6,10.933
6/7/2005,6,10.933
6/13/2005,6,10.938
6/19/2005,6,10.943
6/24/2005,6,10.948
6/30/2005,6,10.954
7/6/2005,6,10.959
7/11/2005,6,10.964
7/17/2005,6,10.969
7/23/2005,6,10.969
7/25/2005,6,10.969
7/27/2005,6,10.974
7/29/2005,6,10.98
7/31/2005,6,10.985
8/3/2005,6,10.99
8/5/2005,6,10.995
8/7/2005,6,11.001
8/9/2005,6,11.006
8/12/2005,6,11.006
8/15/2005,6,11.006
8/18/2005,6,11.011
8/22/2005,6,11.016
8/25/2005,6,11.021
8/29/2005,6,11.027
9/1/2005,6,11.032
9/5/2005,6,11.037
9/8/2005,6,11.042
9/12/2005,6,11.042
9/17/2005,6,11.042
9/22/2005,6,11.047
9/28/2005,6,11.052
10/3/2005,6,11.057
10/9/2005,6,11.063
10/14/2005,6,11.068
10/20/2005,6,11.073
10/25/2005,6,11.078
10/31/2005,6,11.078
11/3/2005,6.23,11.078
11/6/2005,6.197,11.083
11/10/2005,6.164,11.089
11/13/2005,6.131,11.094
11/16/2005,6.099,11.099
11/20/2005,6.066,11.104
11/23/2005,6.033,11.11
11/26/2005,6,11.115
11/30/2005,6.23,11.115
12/2/2005,6.25,11.115
12/4/2005,6.247,11.12
12/6/2005,6.244,11.126
12/8/2005,6.241,11.131
12/11/2005,6.239,11.136
12/13/2005,6.236,11.141
12/15/2005,6.233,11.147
12/17/2005,6.23,11.152
12/20/2005,6.25,11.152
12/24/2005,6.5,11.152
12/29/2005,6.464,11.157
1/2/2006,6.429,11.162
1/7/2006,6.393,11.167
1/11/2006,6.357,11.173
1/16/2006,6.321,11.178
1/20/2006,6.286,11.183
1/25/2006,6.25,11.188
1/30/2006,6.5,11.188
2/1/2006,6.5,11.188
2/3/2006,6.5,11.21
2/5/2006,6.5,11.232
2/7/2006,6.5,11.254
2/10/2006,6.5,11.275
2/12/2006,6.5,11.297
2/14/2006,6.5,11.319
2/16/2006,6.5,11.341
2/19/2006,6.5,11.341
2/21/2006,6.5,11.341
2/23/2006,6.5,11.363
2/25/2006,6.5,11.385
2/27/2006,6.5,11.407
3/1/2006,6.5,11.428
3/3/2006,6.5,11.45
3/5/2006,6.5,11.472
3/7/2006,6.5,11.494
3/9/2006,6.5,11.494
3/14/2006,6.5,11.494
3/19/2006,6.5,11.516
3/24/2006,6.5,11.537
3/29/2006,6.5,11.559
4/3/2006,6.5,11.581
4/8/2006,6.5,11.603
4/13/2006,6.5,11.624
4/18/2006,6.5,11.646
4/23/2006,6.5,11.646
4/25/2006,6.5,11.646
4/27/2006,6.5,11.668
4/29/2006,6.5,11.69
5/1/2006,6.5,11.712
5/3/2006,6.5,11.733
5/5/2006,6.5,11.755
5/7/2006,6.5,11.777
5/9/2006,6.5,11.799
5/12/2006,6.5,11.799
5/14/2006,6.75,11.799
5/16/2006,6.714,11.821
