Date,Gdp Per Capita
2009-12-11,1320.396
2009-12-13,1323.42
2009-12-15,1326.444
2009-12-17,1329.468
2009-12-20,1329.468
2009-12-24,1329.468
2009-12-29,1332.492
2010-01-02,1335.515
2010-01-07,1338.539
2010-01-11,1341.563
2010-01-16,1344.587
2010-01-20,1347.61
2010-01-25,1350.634
2010-01-30,1350.634
2010-02-01,1350.634
2010-02-03,1351.812
2010-02-05,1352.991
2010-02-07,1354.169
2010-02-10,1355.347
2010-02-12,1356.525
2010-02-14,1357.704
2010-02-16,1358.882
2010-02-19,1358.882
2010-02-21,1358.882
2010-02-23,1360.06
2010-02-25,1361.238
2010-02-27,1362.416
2010-03-01,1363.595
2010-03-03,1364.773
2010-03-05,1365.951
2010-03-07,1367.129
2010-03-10,1367.129
2010-03-14,1367.129
2010-03-19,1368.307
2010-03-24,1369.485
2010-03-29,1370.663
2010-04-03,1371.842
2010-04-08,1373.02
2010-04-13,1374.198
2010-04-18,1375.376
2010-04-23,1375.376
2010-04-25,1375.376
2010-04-27,1376.554
2010-04-29,1377.733
2010-05-01,1378.911
2010-05-03,1380.089
2010-05-05,1381.267
2010-05-07,1382.446
2010-05-09,1383.624
2010-05-12,1383.624
2010-05-14,1383.624
2010-05-16,1384.802
2010-05-19,1385.981
2010-05-21,1387.159
2010-05-23,1388.337
2010-05-26,1389.515
2010-05-28,1390.694
2010-05-30,1391.872
2010-06-02,1391.872
2010-06-07,1391.872
2010-06-13,1393.05
2010-06-19,1394.228
2010-06-24,1395.406
2010-06-30,1396.585
2010-07-06,1397.763
2010-07-11,1398.941
2010-07-17,1400.119
2010-07-23,1400.119
2010-07-25,1400.119
2010-07-27,1401.297
2010-07-29,1402.475
2010-07-31,1403.653
2010-08-03,1404.832
2010-08-05,1406.01
2010-08-07,1407.188
2010-08-09,1408.366
2010-08-12,1408.366
2010-08-15,1408.366
2010-08-18,1409.544
2010-08-22,1410.723
2010-08-25,1411.901
2010-08-29,1413.079
2010-09-01,1414.257
2010-09-05,1415.436
2010-09-08,1416.614
2010-09-12,1416.614
2010-09-17,1416.614
2010-09-22,1417.792
2010-09-28,1418.971
2010-10-03,1420.149
2010-10-09,1421.327
2010-10-14,1422.505
2010-10-20,1423.684
2010-10-25,1424.862
2010-10-31,1424.862
2010-11-03,1424.862
2010-11-06,1426.04
2010-11-10,1427.218
2010-11-13,1428.396
2010-11-16,1429.575
2010-11-20,1430.753
2010-11-23,1431.931
2010-11-26,1433.109
2010-11-30,1433.109
2010-12-02,1433.109
2010-12-04,1434.287
2010-12-06,1435.465
2010-12-08,1436.643
2010-12-11,1437.822
2010-12-13,1439.0
2010-12-15,1440.178
2010-12-17,1441.356
2010-12-20,1441.356
2010-12-23,1441.356
2010-12-27,1442.534
2010-12-31,1443.713
2011-01-04,1444.891
2011-01-07,1446.069
2011-01-11,1447.247
2011-01-15,1448.426
2011-01-19,1449.604
2011-01-23,1449.604
2011-01-25,1448.305
2011-01-27,1448.491
2011-01-29,1448.676
2011-01-31,1448.862
2011-02-03,1449.047
2011-02-05,1449.233
2011-02-07,1449.418
2011-02-09,1449.604
2011-02-12,1448.305
2011-02-15,1447.006
2011-02-18,1447.192
2011-02-21,1447.377
2011-02-24,1447.563
2011-02-27,1447.748
2011-03-02,1447.934
2011-03-05,1448.119
2011-03-08,1448.305
2011-03-12,1447.006
2011-03-16,1445.708
2011-03-20,1445.893
2011-03-25,1446.079
2011-03-29,1446.264
2011-04-02,1446.45
2011-04-07,1446.635
2011-04-11,1446.821
2011-04-15,1447.006
2011-04-20,1445.708
2011-04-22,1444.409
2011-04-24,1444.595
2011-04-27,1444.78
2011-04-29,1444.966
2011-05-02,1445.151
2011-05-04,1445.337
2011-05-07,1445.522
2011-05-09,1445.708
2011-05-12,1444.409
2011-05-15,1443.11
2011-05-19,1443.296
2011-05-23,1443.481
2011-05-27,1443.667
2011-05-31,1443.852
2011-06-04,1444.038
2011-06-08,1444.223
2011-06-12,1444.409
2011-06-16,1443.11
2011-06-20,1441.811
2011-06-24,1441.997
2011-06-29,1442.182
2011-07-03,1442.368
2011-07-08,1442.553
2011-07-12,1442.739
2011-07-17,1442.924
2011-07-21,1443.11
2011-07-26,1441.811
2011-07-30,1440.512
2011-08-03,1440.698
2011-08-07,1440.883
2011-08-11,1441.069
2011-08-15,1441.254
2011-08-19,1441.44
2011-08-23,1441.625
2011-08-27,1441.811
2011-08-31,1440.512
2011-09-01,1439.213
2011-09-03,1439.399
2011-09-05,1439.584
2011-09-07,1439.77
2011-09-08,1439.955
2011-09-10,1440.141
2011-09-12,1440.326
2011-09-14,1440.512
2011-09-16,1439.213
2011-09-20,1437.914
2011-09-25,1438.1
2011-09-30,1438.285
2011-10-04,1438.471
2011-10-09,1438.656
2011-10-14,1438.842
2011-10-18,1439.027
2011-10-23,1439.213
2011-10-28,1437.914
2011-10-31,1436.616
2011-11-04,1436.801
2011-11-08,1436.987
2011-11-11,1437.172
2011-11-15,1437.358
2011-11-19,1437.543
2011-11-22,1437.729
2011-11-26,1437.914
2011-11-30,1436.616
2011-12-01,1435.317
2011-12-03,1435.503
2011-12-05,1435.688
2011-12-07,1435.874
2011-12-08,1436.059
2011-12-10,1436.245
2011-12-12,1436.43
2011-12-14,1436.616
2011-12-16,1435.317
2011-12-20,1434.018
2011-12-24,1434.204
2011-12-29,1434.389
2012-01-02,1434.575
2012-01-06,1434.76
2012-01-11,1434.946
2012-01-15,1435.131
2012-01-19,1435.317
2012-01-24,1434.018
2012-01-26,1434.018
2012-01-29,1434.066
2012-02-01,1434.114
2012-02-04,1434.162
2012-02-07,1434.211
2012-02-10,1434.259
2012-02-13,1434.307
2012-02-16,1434.355
2012-02-19,1434.355
2012-02-21,1434.355
2012-02-24,1434.403
2012-02-27,1434.451
2012-03-01,1434.499
2012-03-03,1434.547
2012-03-06,1434.595
2012-03-09,1434.643
2012-03-12,1434.691
2012-03-15,1434.691
2012-03-18,1434.691
2012-03-22,1434.739
2012-03-26,1434.787
2012-03-29,1434.835
2012-04-02,1434.884
2012-04-06,1434.932
2012-04-09,1434.98
2012-04-13,1435.028
2012-04-17,1435.028
2012-04-21,1435.028
2012-04-26,1435.076
2012-05-01,1435.124
2012-05-06,1435.172
2012-05-11,1435.22
2012-05-16,1435.268
2012-05-21,1435.316
2012-05-26,1435.364
2012-05-31,1435.364
2012-06-02,1435.364
2012-06-04,1435.412
2012-06-06,1435.46
2012-06-08,1435.508
2012-06-10,1435.557
2012-06-12,1435.605
2012-06-14,1435.653
2012-06-16,1435.701
2012-06-18,1435.701
2012-06-22,1435.701
2012-06-27,1435.749
2012-07-02,1435.797
2012-07-07,1435.845
2012-07-11,1435.894
2012-07-16,1435.942
2012-07-21,1435.99
2012-07-26,1436.038
2012-07-31,1436.038
2012-08-03,1436.038
2012-08-06,1436.086
2012-08-10,1436.134
2012-08-13,1436.182
2012-08-17,1436.23
2012-08-20,1436.278
2012-08-24,1436.326
2012-08-27,1436.374
2012-08-31,1436.374
2012-09-01,1436.374
2012-09-03,1436.422
2012-09-05,1436.47
2012-09-07,1436.518
2012-09-09,1436.567
2012-09-11,1436.615
2012-09-13,1436.663
2012-09-15,1436.711
2012-09-17,1436.711
2012-09-21,1436.711
2012-09-26,1436.759
2012-10-01,1436.807
2012-10-06,1436.855
2012-10-10,1436.903
2012-10-15,1436.951
2012-10-20,1436.999
2012-10-25,1437.047
2012-10-30,1437.047
2012-11-02,1437.047
2012-11-05,1437.095
2012-11-09,1437.143
2012-11-12,1437.191
2012-11-16,1437.24
2012-11-19,1437.288
2012-11-23,1437.336
2012-11-26,1437.384
2012-11-30,1437.384
2012-12-02,1437.384
2012-12-04,1437.432
2012-12-06,1437.48
2012-12-08,1437.528
2012-12-10,1437.576
2012-12-12,1437.624
2012-12-14,1437.672
2012-12-16,1437.72
2012-12-18,1437.72
2012-12-22,1437.72
2012-12-27,1437.768
2013-01-01,1437.816
2013-01-05,1437.864
2013-01-10,1437.913
2013-01-15,1437.961
2013-01-19,1438.009
2013-01-24,1438.057
2013-01-29,1438.057
2013-02-03,1438.057
2013-02-08,1440.232
2013-02-14,1442.407
2013-02-19,1444.582
2013-02-25,1446.758
2013-03-02,1448.933
2013-03-08,1451.108
2013-03-13,1453.283
2013-03-19,1453.283
2013-03-24,1453.283
2013-03-29,1455.458
2013-04-03,1457.633
2013-04-08,1459.808
2013-04-13,1461.984
2013-04-18,1464.159
2013-04-23,1466.334
2013-04-28,1468.509
2013-05-03,1468.509
2013-05-08,1468.509
2013-05-13,1470.684
2013-05-18,1472.859
2013-05-23,1475.034
2013-05-28,1477.21
2013-06-02,1479.385
2013-06-07,1481.56
2013-06-12,1483.735
2013-06-17,1483.735
2013-06-21,1483.735
2013-06-26,1485.91
2013-07-01,1488.085
2013-07-06,1490.26
2013-07-10,1492.436
2013-07-15,1494.611
2013-07-20,1496.786
2013-07-25,1498.961
2013-07-30,1498.961
2013-08-04,1498.961
2013-08-10,1501.136
2013-08-16,1503.311
2013-08-22,1505.486
2013-08-27,1507.661
2013-09-02,1509.836
2013-09-08,1512.011
2013-09-14,1514.186
2013-09-20,1514.186
2013-09-24,1514.186
2013-09-28,1516.361
2013-10-03,1518.536
2013-10-07,1520.711
2013-10-11,1522.887
2013-10-16,1525.062
2013-10-20,1527.237
2013-10-24,1529.412
2013-10-29,1529.412
2013-11-03,1529.412
2013-11-09,1531.587
2013-11-14,1533.762
2013-11-20,1535.937
2013-11-25,1538.113
2013-12-01,1540.288
2013-12-06,1542.463
2013-12-12,1544.638
2013-12-18,1544.638
2013-12-22,1544.638
2013-12-27,1546.813
2013-12-31,1548.988
2014-01-05,1551.163
2014-01-09,1553.339
2014-01-14,1555.514
2014-01-18,1557.689
2014-01-23,1559.864
2014-01-28,1559.864
2014-02-04,1559.864
2014-02-11,1560.586
2014-02-18,1561.307
2014-02-25,1562.029
2014-03-04,1562.751
2014-03-11,1563.473
2014-03-18,1564.194
2014-03-25,1564.916
2014-04-01,1564.916
2014-04-08,1564.916
2014-04-15,1565.638
2014-04-22,1566.359
2014-04-29,1567.081
2014-05-06,1567.802
2014-05-13,1568.524
2014-05-20,1569.245
2014-05-27,1569.967
2014-06-03,1569.967
2014-06-10,1569.967
2014-06-17,1570.689
2014-06-24,1571.41
2014-07-01,1572.132
2014-07-08,1572.854
2014-07-15,1573.576
2014-07-22,1574.297
2014-07-29,1575.019
2014-08-05,1575.019
2014-08-11,1575.019
2014-08-17,1575.741
2014-08-23,1576.462
2014-08-29,1577.184
2014-09-05,1577.906
2014-09-11,1578.628
2014-09-17,1579.349
2014-09-23,1580.071
2014-09-30,1580.071
2014-10-07,1580.071
2014-10-14,1580.793
2014-10-21,1581.514
2014-10-28,1582.236
2014-11-04,1582.957
2014-11-11,1583.679
2014-11-18,1584.4
2014-11-25,1585.122
2014-12-02,1585.122
2014-12-06,1585.122
2014-12-11,1585.844
2014-12-16,1586.565
2014-12-21,1587.287
2014-12-26,1588.009
2014-12-31,1588.731
2015-01-05,1589.452
2015-01-10,1590.174
2015-01-15,1590.174
2015-01-17,1590.174
2015-01-19,1592.39
2015-01-21,1594.606
2015-01-23,1596.822
2015-01-25,1599.039
2015-01-27,1601.255
2015-01-29,1603.471
2015-01-31,1605.687
2015-02-03,1605.687
2015-02-06,1605.687
2015-02-09,1607.903
2015-02-12,1610.119
2015-02-15,1612.335
2015-02-19,1614.552
2015-02-22,1616.768
2015-02-25,1618.984
2015-02-28,1621.2
2015-03-04,1621.2
2015-03-07,1621.2
2015-03-11,1623.416
2015-03-15,1625.633
2015-03-19,1627.849
2015-03-22,1630.065
2015-03-26,1632.281
2015-03-30,1634.498
2015-04-03,1636.714
2015-04-07,1636.714
2015-04-13,1636.714
2015-04-19,1638.93
2015-04-25,1641.146
2015-05-01,1643.362
2015-05-08,1645.579
2015-05-14,1647.795
2015-05-20,1650.011
2015-05-26,1652.227
2015-06-02,1652.227
2015-06-09,1652.227
2015-06-16,1654.443
2015-06-23,1656.659
2015-06-30,1658.875
2015-07-07,1661.092
2015-07-14,1663.308
2015-07-21,1665.524
2015-07-28,1667.74
2015-08-04,1667.74
2015-08-10,1667.74
2015-08-16,1669.956
2015-08-22,1672.173
2015-08-28,1674.389
2015-09-04,1676.605
2015-09-10,1678.821
2015-09-16,1681.038
2015-09-22,1683.254
2015-09-29,1683.254
2015-10-06,1683.254
2015-10-13,1685.47
2015-10-20,1687.686
2015-10-27,1689.902
2015-11-03,1692.119
2015-11-10,1694.335
2015-11-17,1696.551
2015-11-24,1698.767
2015-12-01,1698.767
2015-12-08,1698.767
2015-12-15,1700.983
2015-12-22,1703.199
2015-12-29,1705.415
2016-01-05,1707.632
2016-01-12,1709.848
2016-01-19,1712.064
2016-01-26,1714.28
2016-02-02,1714.28
2016-02-09,1714.28
2016-02-16,1720.082
2016-02-23,1725.884
2016-03-01,1731.686
2016-03-08,1737.489
2016-03-15,1743.291
2016-03-22,1749.093
2016-03-29,1754.895
2016-04-05,1754.895
2016-04-12,1754.895
2016-04-19,1760.697
2016-04-26,1766.499
2016-05-03,1772.301
2016-05-10,1778.104
2016-05-17,1783.906
2016-05-24,1789.708
2016-05-31,1795.51
2016-06-07,1795.51
2016-06-14,1795.51
2016-06-21,1801.312
2016-06-28,1807.114
2016-07-05,1812.916
2016-07-12,1818.719
2016-07-19,1824.521
2016-07-26,1830.323
2016-08-02,1836.125
2016-08-09,1836.125
2016-08-15,1836.125
2016-08-21,1841.927
2016-08-27,1847.729
2016-09-02,1853.531
2016-09-09,1859.334
2016-09-15,1865.136
2016-09-21,1870.938
2016-09-27,1876.74
2016-10-04,1876.74
2016-10-11,1876.74
2016-10-18,1882.542
2016-10-25,1888.344
2016-11-01,1894.146
2016-11-08,1899.949
2016-11-15,1905.751
2016-11-22,1911.553
2016-11-29,1917.355
2016-12-07,1917.355
2016-12-14,1917.355
2016-12-21,1923.157
2016-12-28,1928.959
2017-01-04,1934.761
2017-01-11,1940.564
2017-01-18,1946.366
2017-01-25,1952.168
2017-02-01,1957.97
2017-02-08,1957.97
2017-02-14,1957.97
2017-02-20,1958.361
2017-02-27,1958.751
2017-03-05,1959.142
2017-03-11,1959.533
2017-03-18,1959.924
2017-03-24,1960.314
2017-03-30,1960.705
2017-04-06,1960.705
2017-04-12,1960.705
2017-04-19,1961.096
2017-04-26,1961.486
2017-05-03,1961.877
2017-05-10,1962.267
2017-05-17,1962.658
2017-05-24,1963.048
2017-05-31,1963.439
2017-06-07,1963.439
2017-06-13,1963.439
2017-06-19,1963.83
2017-06-25,1964.22
2017-07-01,1964.611
2017-07-08,1965.002
2017-07-14,1965.393
2017-07-20,1965.783
2017-07-26,1966.174
2017-08-02,1966.174
2017-08-09,1966.174
2017-08-16,1966.565
2017-08-23,1966.955
2017-08-30,1967.346
2017-09-06,1967.737
2017-09-13,1968.128
2017-09-20,1968.518
2017-09-27,1968.909
2017-10-04,1968.909
2017-10-11,1968.909
2017-10-18,1969.3
2017-10-25,1969.69
2017-11-01,1970.081
2017-11-08,1970.471
2017-11-15,1970.862
2017-11-22,1971.252
2017-11-29,1971.643
2017-12-06,1971.643
2017-12-13,1971.643
2017-12-20,1972.034
2017-12-27,1972.424
2018-01-03,1972.815
2018-01-10,1973.206
2018-01-17,1973.597
2018-01-24,1973.987
2018-01-31,1974.378
2018-02-07,1974.378
2018-02-13,1974.378
2018-02-19,1976.182
2018-02-26,1977.987
2018-03-04,1979.791
2018-03-10,1981.596
2018-03-17,1983.4
2018-03-23,1985.205
2018-03-29,1987.009
2018-04-05,1987.009
2018-04-11,1987.009
2018-04-18,1988.813
2018-04-25,1990.618
2018-05-02,1992.422
2018-05-09,1994.227
2018-05-16,1996.031
2018-05-23,1997.836
2018-05-30,1999.64
2018-06-06,1999.64
2018-06-12,1999.64
2018-06-18,2001.444
2018-06-24,2003.249
2018-06-30,2005.053
2018-07-07,2006.857
2018-07-13,2008.661
2018-07-19,2010.466
2018-07-25,2012.27
2018-08-01,2012.27
2018-08-08,2012.27
2018-08-15,2014.074
2018-08-22,2015.879
2018-08-29,2017.683
2018-09-06,2019.488
2018-09-13,2021.292
2018-09-20,2023.097
2018-09-27,2024.901
2018-10-05,2024.901
2018-10-11,2024.901
2018-10-18,2026.705
2018-10-25,2028.51
2018-11-01,2030.314
2018-11-07,2032.119
2018-11-14,2033.923
2018-11-21,2035.728
2018-11-28,2037.532
2018-12-05,2037.532
2018-12-12,2037.532
2018-12-19,2039.336
2018-12-26,2041.141
2019-01-02,2042.945
2019-01-09,2044.75
2019-01-16,2046.554
2019-01-23,2048.359
2019-01-30,2050.163
2019-02-07,2050.163
2019-02-13,2027.728
2019-02-19,2030.933
2019-02-25,2034.138
2019-03-03,2037.343
2019-03-10,2040.548
2019-03-16,2043.753
2019-03-22,2046.958
2019-03-28,2050.163
2019-04-04,2027.728
2019-04-11,2005.293
2019-04-18,2008.498
2019-04-25,2011.703
2019-05-02,2014.908
2019-05-09,2018.113
2019-05-16,2021.318
2019-05-23,2024.523
2019-05-30,2027.728
2019-06-06,2005.293
2019-06-12,1982.858
2019-06-19,1986.063
2019-06-26,1989.268
2019-07-03,1992.473
2019-07-10,1995.678
2019-07-17,1998.883
2019-07-24,2002.088
2019-07-31,2005.293
2019-08-07,1982.858
2019-08-13,1960.422
2019-08-19,1963.627
2019-08-26,1966.832
2019-09-01,1970.037
2019-09-08,1973.243
2019-09-14,1976.448
2019-09-21,1979.653
2019-09-27,1982.858
2019-10-04,1960.422
2019-10-10,1937.987
2019-10-17,1941.192
2019-10-24,1944.397
2019-10-31,1947.602
2019-11-07,1950.807
2019-11-14,1954.012
2019-11-21,1957.217
2019-11-28,1960.422
2019-12-05,1937.987
2019-12-12,1915.552
2019-12-19,1918.757
2019-12-26,1921.962
2020-01-02,1925.167
2020-01-09,1928.372
2020-01-16,1931.577
2020-01-23,1934.782
2020-01-30,1937.987
2020-02-06,1915.552
2020-02-11,1915.552
2020-02-17,1923.519
2020-02-22,1931.487
2020-02-28,1939.454
2020-03-04,1947.421
2020-03-10,1955.388
2020-03-15,1963.356
2020-03-21,1971.323
2020-03-27,1971.323
2020-04-02,1971.323
2020-04-08,1979.29
2020-04-14,1987.258
2020-04-20,1995.225
2020-04-27,2003.192
2020-05-03,2011.159
2020-05-09,2019.127
2020-05-15,2027.094
2020-05-22,2027.094
2020-05-30,2027.094
2020-06-07,2035.061
2020-06-16,2043.029
2020-06-24,2050.996
2020-07-03,2058.964
2020-07-11,2066.931
2020-07-20,2074.899
2020-07-28,2082.866
2020-08-06,2082.866
2020-08-13,2082.866
2020-08-20,2090.833
2020-08-27,2098.801
2020-09-03,2106.768
2020-09-10,2114.735
2020-09-17,2122.702
2020-09-24,2130.67
2020-10-01,2138.637
2020-10-09,2138.637
2020-10-15,2138.637
2020-10-21,2146.604
2020-10-27,2154.572
2020-11-02,2162.539
2020-11-09,2170.506
2020-11-15,2178.473
2020-11-21,2186.441
2020-11-27,2194.408
2020-12-04,2194.408
2020-12-11,2194.408
2020-12-18,2202.375
2020-12-25,2210.343
2021-01-01,2218.31
2021-01-08,2226.277
2021-01-15,2234.244
2021-01-22,2242.212
2021-01-29,2250.179
2021-02-05,2250.179
2021-02-11,2250.179
2021-02-18,2252.944
2021-02-25,2255.709
2021-03-04,2258.474
2021-03-10,2261.239
2021-03-17,2264.004
2021-03-24,2266.769
2021-03-31,2269.534
2021-04-07,2269.534
2021-04-13,2269.534
2021-04-19,2272.299
2021-04-26,2275.064
2021-05-02,2277.829
2021-05-09,2280.594
2021-05-15,2283.359
2021-05-22,2286.124
2021-05-28,2288.889
2021-06-04,2288.889
2021-06-11,2288.889
2021-06-18,2291.654
2021-06-25,2294.419
2021-07-02,2297.184
2021-07-09,2299.949
2021-07-16,2302.714
2021-07-23,2305.479
2021-07-30,2308.244
2021-08-06,2308.244
2021-08-13,2308.244
2021-08-20,2311.009
2021-08-27,2313.774
2021-09-03,2316.539
2021-09-10,2319.305
2021-09-17,2322.07
2021-09-24,2324.835
2021-10-01,2327.6
2021-10-08,2327.6
2021-10-14,2327.6
2021-10-21,2330.365
2021-10-28,2333.13
2021-11-04,2335.895
2021-11-10,2338.66
2021-11-17,2341.425
2021-11-24,2344.19
2021-12-01,2346.955
2021-12-08,2346.955
2021-12-15,2346.955
2021-12-22,2349.72
2021-12-29,2352.485
2022-01-05,2355.25
2022-01-12,2358.015
2022-01-19,2360.78
2022-01-26,2363.545
2022-02-02,2366.31
2022-02-10,2366.31
2022-02-16,2366.31
2022-02-22,2368.981
2022-03-01,2371.652
2022-03-07,2374.323
2022-03-13,2376.994
2022-03-20,2379.665
2022-03-26,2382.336
2022-04-01,2385.007
2022-04-08,2385.007
2022-04-10,2385.007
2022-04-13,2387.678
2022-04-16,2390.349
2022-04-19,2393.02
2022-04-22,2395.691
2022-04-25,2398.362
2022-04-28,2401.033
2022-05-01,2403.704
2022-05-04,2403.704
2022-05-07,2403.704
2022-05-11,2406.375
2022-05-15,2409.046
2022-05-19,2411.717
2022-05-23,2414.388
2022-05-27,2417.059
2022-05-31,2419.73
2022-06-04,2422.401
2022-06-08,2422.401
2022-06-14,2422.401
2022-06-20,2425.072
2022-06-27,2427.743
2022-07-03,2430.414
2022-07-10,2433.084
2022-07-16,2435.755
2022-07-23,2438.426
2022-07-29,2441.097
2022-08-05,2441.097
2022-08-11,2441.097
2022-08-17,2443.768
2022-08-23,2446.439
2022-08-29,2449.11
2022-09-05,2451.781
2022-09-11,2454.452
2022-09-17,2457.123
2022-09-23,2459.794
2022-09-30,2459.794
2022-10-07,2459.794
2022-10-15,2462.465
2022-10-22,2465.136
2022-10-30,2467.807
2022-11-06,2470.478
2022-11-14,2473.149
2022-11-21,2475.82
2022-11-29,2478.491
2022-12-07,2478.491
2022-12-14,2478.491
2022-12-21,2481.162
2022-12-28,2483.833
2023-01-04,2486.504
2023-01-11,2489.175
2023-01-18,2491.846
2023-01-25,2494.517
2023-02-01,2497.188
2023-02-08,2497.188
2023-02-14,2497.188
2023-02-20,2501.959
2023-02-27,2506.73
2023-03-05,2511.501
2023-03-11,2516.271
2023-03-18,2521.042
2023-03-24,2525.813
2023-03-30,2530.584
2023-04-06,2530.584
2023-04-13,2530.584
2023-04-20,2535.355
2023-04-27,2540.126
2023-05-04,2544.897
2023-05-11,2549.667
2023-05-18,2554.438
2023-05-25,2559.209
2023-06-01,2563.98
2023-06-08,2563.98
2023-06-15,2563.98
2023-06-22,2568.751
2023-06-29,2573.522
2023-07-06,2578.293
2023-07-13,2583.063
2023-07-20,2587.834
2023-07-27,2592.605
2023-08-03,2597.376
2023-08-10,2597.376
2023-08-16,2597.376
2023-08-22,2602.147
2023-08-29,2606.917
2023-09-04,2611.688
2023-09-10,2616.459
2023-09-17,2621.23
2023-09-23,2626.0
2023-09-29,2630.771
2023-10-06,2630.771
2023-10-13,2630.771
2023-10-20,2635.542
2023-10-27,2640.313
2023-11-03,2645.084
2023-11-10,2649.854
2023-11-17,2654.625
2023-11-24,2659.396
2023-12-01,2664.167
2023-12-08,2664.167
2023-12-14,2664.167
2023-12-21,2668.938
2023-12-28,2673.709
2024-01-04,2678.48
2024-01-11,2683.25
2024-01-18,2688.021
2024-01-25,2692.792
2024-02-01,2697.563
2024-02-08,2697.563
2024-02-14,2697.563
2024-02-20,2703.26
2024-02-27,2708.956
2024-03-04,2714.653
2024-03-10,2720.35
2024-03-17,2726.047
2024-03-23,2731.743
2024-03-29,2737.44
2024-04-05,2737.44
2024-04-12,2737.44
2024-04-19,2743.137
2024-04-26,2748.833
2024-05-03,2754.53
2024-05-10,2760.226
2024-05-17,2765.923
2024-05-24,2771.619
2024-05-31,2777.316
2024-06-07,2777.316
2024-06-13,2777.316
2024-06-20,2783.013
2024-06-27,2788.709
2024-07-04,2794.406
2024-07-11,2800.103
2024-07-18,2805.8
2024-07-25,2811.496
2024-08-01,2817.193
2024-08-08,2817.193
2024-08-14,2817.193
2024-08-21,2822.89
2024-08-28,2828.586
2024-09-04,2834.283
2024-09-11,2839.98
2024-09-18,2845.677
2024-09-25,2851.373
2024-10-02,2857.07
2024-10-09,2857.07
2024-10-15,2857.07
2024-10-21,2862.767
2024-10-28,2868.463
2024-11-03,2874.16
2024-11-10,2879.856
2024-11-16,2885.553
2024-11-23,2891.249
2024-11-29,2896.946
2024-12-06,2896.946
2024-12-13,2896.946
2024-12-20,2902.643
2024-12-27,2908.339
2025-01-03,2914.036
2025-01-10,2919.733
2025-01-17,2925.43
2025-01-24,2931.126
2025-01-31,2936.823
2025-02-07,2936.823
